Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
2528.15,Quarterly,3044232256664166,4865356198426,MasterCard,9237.46,427232,2025-08-22,14.47,2020-12-29,Closed
4212.18,Quarterly,6086294148235428,6534430228543964,American Express,4929.37,441320,2028-08-29,18.83,2021-07-26,Active
2124.56,Quarterly,9391085144912598,371691586380930,American Express,4102.7,409169,2027-07-09,10.2,2021-10-23,Closed
3890.24,Quarterly,8813824559296028,347940630961646,Visa,2443.64,408450,2027-07-07,13.44,2022-10-23,Suspended
3602.82,Quarterly,5160821405820543,4656739714322197,Visa,9442.92,401981,2025-09-10,11.99,2023-12-21,Suspended
1315.51,Monthly,7381684881481769,3563619756042164,Visa,2317.92,426518,2029-06-19,11.43,2021-10-16,Closed
3470.93,Quarterly,9878486262301963,3531445598192150,American Express,1384.2,426945,2029-06-17,12.56,2020-03-19,Suspended
2998.49,Monthly,3605272387882259,3575651693998014,Visa,2117.64,438130,2027-04-29,10.71,2024-06-11,Suspended
1973.24,Monthly,7774930856701885,2715403949244592,Visa,4729.23,415453,2028-11-10,12.91,2022-11-18,Closed
4798.01,Monthly,7253048376271991,676391882419,Visa,1674.03,442879,2026-07-22,10.11,2020-12-24,Active
4530.68,Monthly,6360486894522326,4935336377547,MasterCard,9157.58,444670,2026-03-15,12.9,2023-04-19,Active
3258.5,Monthly,5689380303296182,348294095660619,Visa,4540.27,449506,2028-06-21,15.31,2021-02-03,Suspended
1387.67,Quarterly,7155138062966632,2252388105582894,MasterCard,7424.2,413200,2025-09-20,12.53,2022-12-28,Active
2123.01,Quarterly,5891286658390658,4326249497585432,MasterCard,2671.21,412499,2028-05-26,14.59,2020-01-13,Closed
4604.88,Quarterly,8327495286479360,4627995831274,American Express,7133.58,435295,2029-01-03,19.6,2021-08-07,Active
4626.73,Monthly,4477864125128543,4739803134484,Visa,5028.24,413369,2026-12-30,10.25,2020-03-27,Active
1682.42,Quarterly,5900119721660101,340635828334872,Visa,5656.23,408782,2025-11-26,18.53,2023-01-10,Active
882.82,Quarterly,4283600674579202,6584941295684167,American Express,9749.98,426689,2028-02-23,16.35,2021-05-05,Active
1291.9,Monthly,9190229368740659,4666780140904883,American Express,6441.73,429993,2027-06-26,12.33,2021-04-16,Closed
915.54,Quarterly,9928488034986532,3530817053272142,MasterCard,2019.1,435933,2027-03-11,18.74,2021-05-10,Active
4557.11,Quarterly,8194340092268300,4025584269427650,MasterCard,3336.78,415469,2025-10-09,17.18,2024-02-28,Closed
1587.23,Monthly,6177022133423524,375539127987950,MasterCard,1178.38,443013,2026-11-23,13.85,2021-11-17,Closed
2817.23,Quarterly,5022148899106986,30319720006624,Visa,1755.03,449283,2027-08-30,19.71,2020-10-31,Suspended
813.57,Monthly,2293121351642514,3597136430123567,Visa,6024.95,424068,2026-08-03,11.84,2023-07-15,Active
2149.7,Quarterly,2488428692052425,30102532967062,American Express,9242.31,408531,2025-12-07,17.34,2022-05-01,Active
727.45,Quarterly,6970382093896103,38681738120404,Visa,4727.9,430859,2027-11-22,17.8,2020-07-01,Active
562.09,Monthly,4649722692587441,375028061733000,American Express,9760.73,409327,2028-07-29,10.99,2022-02-06,Closed
10.67,Monthly,6582464711954122,630479104824,Visa,3216.91,424035,2027-04-08,12.36,2024-06-04,Closed
5.07,Quarterly,9094361832448827,639038683004,MasterCard,7057.98,400293,2027-03-19,15,2020-12-27,Suspended
2810.32,Monthly,9973755636520608,2276550591689564,American Express,6624.53,449932,2026-11-14,16.27,2020-02-11,Active
836.45,Monthly,3517896400344654,2720758407066248,American Express,7681.28,403912,2028-11-08,12.89,2020-05-17,Active
4800.49,Monthly,8405175793731905,180007242318373,Visa,6665.16,430077,2026-10-02,18.45,2023-01-23,Closed
340.32,Quarterly,8785774500199294,30247118695957,American Express,5710.1,449683,2029-02-28,10.63,2023-11-01,Closed
2804.17,Monthly,3539866985883639,213193849164211,MasterCard,7424.27,425649,2027-11-22,15.34,2022-06-04,Suspended
3233.92,Quarterly,9841072469622642,4883351955353199,MasterCard,3446.07,403053,2029-05-16,16.84,2020-04-23,Closed
4579.45,Monthly,7435702472726654,4725164867634859,Visa,4565.62,437376,2027-12-08,11.73,2021-06-14,Active
2723.94,Quarterly,4802701163761026,3504090707386617,MasterCard,2891.79,442656,2026-03-08,19.71,2021-02-22,Active
4053.71,Quarterly,8439497403225783,3561149044222354,Visa,8478.92,436800,2027-07-08,19.28,2024-04-10,Suspended
3461.41,Monthly,3797950746137099,3536094110975257,Visa,6359.27,417607,2025-10-09,12.69,2020-08-11,Closed
60.93,Quarterly,1592057053644812,30161669406351,Visa,5666.72,449129,2028-07-17,18.56,2020-06-19,Active
1771.97,Monthly,1862254939288793,4918480978732128,Visa,9542.66,420029,2026-12-03,16.97,2020-04-22,Suspended
2823.61,Monthly,8965287529693857,346913551872309,American Express,4743.9,417291,2025-11-07,13.25,2020-08-07,Active
3273.32,Monthly,3677729982521614,4420138745671162056,Visa,5310.52,425430,2027-02-09,16.51,2022-04-06,Closed
3259.58,Quarterly,3432059473465002,4909613349275127,Visa,4040.91,436581,2027-02-20,13.99,2024-01-09,Active
4246.67,Quarterly,1320712179361988,3537798470052916,Visa,4834.74,449639,2025-10-05,12.06,2023-02-18,Suspended
3497.24,Monthly,7441909620564602,30039825275599,Visa,1536.56,405034,2029-03-18,19.38,2022-12-09,Closed
2807.2,Monthly,9610092659696863,6571458710912532,MasterCard,4234.61,417120,2027-07-12,11.68,2020-04-03,Active
1048.04,Quarterly,4384017018719693,4204553345905,MasterCard,6451.43,425735,2027-12-08,19.63,2023-04-27,Suspended
3506.87,Quarterly,5808050683361252,5369392530791461,American Express,2465.94,420219,2026-09-12,13.78,2020-01-17,Active
4337.31,Monthly,7524691439105182,4008944103848987145,MasterCard,4055.26,423563,2027-11-08,18.03,2024-02-01,Active
4146.56,Quarterly,8420986642883105,6567789989694807,American Express,7334.87,405703,2026-08-18,11.91,2023-05-21,Active
3426.99,Quarterly,3945775003649546,503889341304,MasterCard,1524.93,405975,2028-10-13,17.67,2024-05-04,Closed
2563.99,Quarterly,7312444895948219,180052531143090,American Express,1946.12,445682,2026-04-17,19.36,2024-06-28,Suspended
931.07,Monthly,1638225201222956,4249874883032008212,Visa,6000.43,443386,2028-01-23,18.14,2021-09-19,Active
2913.7,Monthly,7192185186580276,4028712422971943909,MasterCard,1199.43,445710,2028-12-24,16.07,2020-05-28,Closed
3437.69,Monthly,6046942565076945,4768688152706816192,MasterCard,5432.49,435954,2029-05-22,10.43,2023-03-23,Suspended
3642.76,Quarterly,6877049320474445,4523028791301634,MasterCard,9839.69,404844,2027-04-10,11.7,2020-04-18,Suspended
1856.45,Quarterly,7542521362933035,6011600405987158,American Express,4310.26,423080,2028-10-10,19.87,2021-06-03,Closed
3888.1,Quarterly,2087966732189695,4006785573607370962,MasterCard,3589.77,423488,2025-10-05,14.98,2022-01-07,Closed
1809.37,Quarterly,5733727488773743,373861507511271,American Express,3841.05,403057,2029-01-29,19.92,2021-09-20,Active
2082.79,Monthly,3476137891899772,3562983019474031,MasterCard,7480.28,418232,2027-04-11,14.04,2021-06-10,Active
4927.17,Quarterly,8444529174459184,6011371329110109,American Express,4902.82,427965,2029-07-04,14.01,2021-09-02,Active
3458.3,Monthly,6769944369552424,4042371481624812,American Express,5135.2,400210,2029-04-02,10.93,2021-01-08,Active
1318.62,Quarterly,8757140182727636,060430775399,American Express,4848.63,421521,2027-05-10,12.33,2024-02-20,Closed
4142.59,Monthly,1763924194030417,180040761605656,American Express,8071.7,418790,2029-03-25,17.14,2022-01-23,Active
2384.98,Quarterly,5243621753774106,213175865799459,Visa,8717.87,422414,2027-03-09,15.51,2020-12-21,Closed
4536.82,Quarterly,1983765931275258,4161665725327,American Express,4379.84,449301,2029-02-01,13.29,2022-08-04,Active
4729.17,Monthly,7719345998456224,584909766191,American Express,1634.89,445844,2029-03-18,15.08,2021-02-12,Suspended
1159.14,Quarterly,7415752580965292,30036834743310,American Express,6844.41,421396,2027-10-01,13.51,2020-09-13,Suspended
1812.96,Quarterly,1303121600076474,6011911430184533,American Express,3764.78,441601,2029-07-25,14.96,2024-04-17,Closed
4887.79,Quarterly,3800584029591102,5439250666530721,Visa,3539.13,438779,2027-07-07,17,2023-02-13,Suspended
1124.41,Quarterly,4312290224470897,4900522059788,MasterCard,7085.72,442202,2026-01-04,17.42,2021-05-09,Suspended
4561.78,Quarterly,2513061050848712,2257233027490542,American Express,9117.64,443965,2029-01-19,19.31,2021-02-20,Closed
3608.04,Monthly,7980553808340149,4873630821088157519,American Express,5635.93,430338,2027-02-24,17.38,2022-02-28,Closed
1346.11,Quarterly,4917890108391626,345989366984142,Visa,9554.43,415693,2027-09-19,12.36,2023-10-17,Active
998.97,Quarterly,7466289731983458,4090486822234161740,American Express,8676.52,440391,2025-08-18,17.98,2021-09-12,Suspended
2294.93,Monthly,3440633782879867,562953229704,MasterCard,2555.17,432993,2025-10-30,13.78,2021-10-14,Closed
1556.41,Monthly,4507041287744401,5166974175979017,American Express,7016.77,401317,2027-09-19,19.36,2020-10-15,Active
764.72,Quarterly,7033095916874164,375981303971475,Visa,9274.14,416675,2027-06-12,16.92,2021-10-23,Suspended
2050.03,Monthly,5390646534188474,4199278102730837866,American Express,6205.37,409365,2028-07-24,12.44,2023-01-01,Suspended
3048.91,Monthly,5642379087122557,4341222805669,MasterCard,3587.66,423477,2025-11-07,18.54,2022-03-10,Closed
4406.86,Quarterly,7182760470859370,4397515052931110,Visa,9765.12,428427,2026-12-24,14.31,2022-05-29,Active
4831.19,Quarterly,6541825143976473,4874004419073840078,MasterCard,8836.51,437377,2028-02-02,11.08,2021-04-24,Suspended
3591.82,Quarterly,5145452796208053,4507999932533741,American Express,9394.34,406193,2026-07-09,10.91,2021-09-13,Active
4502.87,Quarterly,6836391259932515,3516456790872308,Visa,2916.48,407249,2028-04-03,12.83,2022-02-21,Active
794.35,Quarterly,4134880920848460,3593717386048041,Visa,3845.98,445968,2025-11-06,16.36,2022-10-20,Suspended
4191.33,Quarterly,8527833289661682,569824233344,American Express,6827.92,419095,2026-10-23,16.93,2023-02-10,Suspended
1137.42,Quarterly,7252863172432979,3514478136410892,American Express,1365.57,433093,2025-12-02,12.52,2023-03-27,Closed
4701.57,Quarterly,9464569638063704,379627786608326,American Express,1619.5,402333,2027-08-05,15.09,2020-03-01,Closed
4394.3,Quarterly,7044589947560316,4784094580938,Visa,2316.3,409024,2028-09-03,14.01,2023-11-11,Closed
2348.56,Monthly,9323829008863427,630466937913,Visa,5756.32,401070,2026-04-21,10.69,2020-04-12,Active
698.32,Quarterly,5949203182919708,4337069009503724,Visa,7378.07,404722,2027-01-17,14.62,2022-08-22,Closed
4895.85,Monthly,3995504362869382,6570581023659663,Visa,6634.67,420859,2028-05-04,19.21,2020-02-08,Active
464.46,Quarterly,1248447049731086,5133648063644236,MasterCard,2808.6,418191,2028-10-17,11.68,2022-06-27,Suspended
1230.56,Quarterly,5823813125253474,3591503271600662,Visa,2415.99,424967,2029-05-27,12,2024-01-21,Suspended
4505.42,Quarterly,2198914055256090,30438330334380,MasterCard,1126.93,431085,2026-10-09,12.42,2023-06-27,Closed
623.51,Quarterly,5509663945688303,676102189344,American Express,3903.27,437874,2028-08-22,13.81,2020-06-24,Active
4856.7,Monthly,6409336513052976,4711590610281,American Express,1422.3,404292,2025-09-09,16.95,2022-06-27,Closed
3767.79,Quarterly,8203761590864294,3530123929712019,American Express,1747.16,429051,2026-03-01,16.03,2021-01-08,Active
3317.8,Quarterly,9999326825577196,4849835078771123935,MasterCard,9544.08,438932,2028-03-17,13.46,2023-01-06,Closed
227.35,Quarterly,8667709623127153,4107759725375370115,Visa,6702.37,443324,2028-08-28,11.77,2022-11-21,Closed
2070.61,Monthly,3364344130654160,4645718030545,Visa,6931.06,438377,2027-11-16,14.39,2021-11-24,Active
1574.59,Quarterly,4023298546846466,3551321626437492,American Express,9771.86,445830,2027-04-05,15.82,2023-10-24,Active
3456.43,Quarterly,1045626275387445,3585189953928742,American Express,7296.2,417542,2025-09-19,14.32,2024-01-02,Active
662.17,Quarterly,7561427986693308,501885325032,American Express,9691.86,430910,2027-01-01,13.94,2020-08-13,Closed
3538.93,Monthly,4964407409729228,6011906825239967,American Express,1724.92,425375,2028-10-24,19.44,2023-04-12,Active
1165.44,Monthly,5643099961883356,4681221874107550,Visa,2613.7,424631,2026-04-03,16.52,2021-03-20,Active
4687.92,Monthly,5760278802264852,3593714547423973,Visa,4713.06,402391,2028-07-16,18.78,2021-07-30,Active
3969.46,Monthly,8440733931177243,4449867711694,MasterCard,5321.32,429833,2026-11-13,12.32,2021-01-22,Active
1806.28,Monthly,9439596780157269,36656925387570,American Express,5972.65,435928,2028-01-17,10.58,2021-09-13,Suspended
121.08,Monthly,7112562838409356,2293930795137694,MasterCard,2636.09,430980,2026-02-19,14.56,2024-01-12,Active
1703.7,Monthly,2942108366052416,3531477689839415,MasterCard,7999.56,445992,2026-02-26,16.15,2020-04-22,Active
2967.33,Monthly,2072624898037815,4367534369314106,Visa,5949.14,422146,2025-11-02,13.95,2021-10-01,Closed
4952.04,Quarterly,9671069552001875,6585545587355680,American Express,1463.17,421947,2026-09-15,14.14,2021-02-23,Active
4869.21,Monthly,8222615802999855,344293835382751,Visa,6329.95,409899,2027-09-04,14.58,2021-05-01,Closed
1133.59,Quarterly,7735261770199379,3514154740938301,American Express,6655.23,448013,2027-09-25,15.6,2024-03-09,Active
2040.99,Quarterly,9552057447733480,4146849145554611,Visa,3974.69,424078,2026-07-13,17.16,2022-08-12,Closed
306.62,Quarterly,4791407072821553,5346818992449360,MasterCard,4100.46,424324,2027-05-04,13.15,2020-07-06,Closed
2783.78,Quarterly,3002116858405158,4553350960307868,MasterCard,6773.75,429697,2028-07-25,18.6,2020-10-04,Closed
1325.73,Monthly,2185457332497832,3586243022173530,MasterCard,9260.66,446797,2026-04-10,18.11,2020-01-26,Closed
820.52,Monthly,3207192261997656,4370311188578616,MasterCard,5703.72,412774,2026-06-24,15.48,2022-12-23,Active
2552.45,Quarterly,9877225121376359,374741483470826,Visa,9075.12,433436,2028-11-06,16.2,2022-06-29,Suspended
2918.26,Monthly,4372542490847090,180064211911159,MasterCard,6353.37,416988,2028-10-16,19.26,2022-07-03,Active
3177.32,Quarterly,2792023031719784,6011145349791746,American Express,6550.67,401603,2027-03-24,13.59,2023-11-08,Active
3799.8,Quarterly,5769340371806430,4352713563914146,American Express,8611.59,404846,2027-02-23,16.36,2024-02-07,Suspended
4185.91,Monthly,6847093068636739,501862860761,Visa,3547.37,429808,2026-04-29,18.23,2020-09-29,Suspended
3496.17,Monthly,7740940722659426,30598950262656,MasterCard,2727.18,419995,2026-11-26,19.74,2020-10-25,Active
1791.19,Quarterly,7693413852912715,4489770048334969159,MasterCard,1193.54,447255,2025-09-08,15.75,2021-04-17,Suspended
2593.45,Monthly,7041602021168622,180004080594611,Visa,6235.55,438316,2028-02-20,15.69,2021-01-04,Closed
2615.32,Quarterly,2631558804954260,6519674998429768,American Express,3864.08,431121,2029-05-06,16.61,2022-11-21,Closed
3052.91,Quarterly,9528077616389710,676257594058,MasterCard,4798.63,407311,2027-07-14,16.87,2024-07-19,Closed
4154.55,Monthly,1351770915926414,5165049187814865,Visa,8202.22,422187,2029-01-10,15.74,2023-04-26,Closed
2084.5,Monthly,7236379009930003,213139756131982,Visa,4776.57,408589,2025-09-01,15.31,2023-08-15,Active
4914.52,Quarterly,8638484443426636,3516833882042489,American Express,6338.38,404869,2027-05-25,15.13,2024-06-07,Suspended
4670.78,Quarterly,6379003502908829,676137243181,Visa,5350.02,420463,2026-03-05,19.62,2022-02-21,Closed
348.65,Monthly,2839017335103867,4330229099649756,MasterCard,8357.08,414938,2027-02-26,15.67,2024-02-28,Closed
1998.97,Quarterly,8355197193841168,4918247866352875,American Express,5007.66,413217,2026-11-09,13.01,2024-01-25,Closed
951.15,Monthly,2743737860983126,30221621084314,Visa,2228.59,410327,2028-09-04,19.69,2023-10-26,Active
251.66,Quarterly,5610721449434177,501838979794,MasterCard,8055.1,448801,2026-11-26,15.08,2020-10-26,Closed
396.8,Monthly,6217391879933603,4908038291467886645,MasterCard,9656.81,431614,2028-09-08,19.03,2022-07-12,Active
2487.31,Monthly,1527050699626082,2329731635420789,MasterCard,9621.49,424604,2025-10-07,15.6,2022-03-23,Active
3837.98,Quarterly,2972628566275180,6509628618082144,American Express,4904.71,405893,2027-08-16,18.7,2020-03-22,Suspended
141,Quarterly,8771525145962836,30563986896687,Visa,4007.72,421819,2029-07-19,14.63,2021-01-03,Closed
4581.56,Quarterly,3901080654623131,6011824457986344,Visa,8665.27,418656,2025-11-26,13,2020-01-23,Suspended
2255.5,Quarterly,3029875028522945,6011364396485157,MasterCard,2690.56,401210,2027-02-02,19.69,2022-10-07,Closed
2147.22,Quarterly,4760143645777131,4150941260958918,American Express,2934.71,405230,2029-05-25,10.86,2021-08-21,Suspended
289.04,Monthly,2953622266081960,4370009244230,Visa,7743.92,443429,2028-08-08,17.04,2023-08-17,Suspended
2051.05,Quarterly,4949009955202081,577419561524,MasterCard,8094.08,438003,2028-09-27,12.34,2024-03-11,Closed
2269.98,Quarterly,9173644844046805,3574470090059572,Visa,1485.83,421159,2026-01-31,14.77,2024-06-13,Suspended
2124.68,Quarterly,1494255280929454,180080076114671,Visa,8250.52,433587,2025-08-23,13.04,2022-08-04,Active
3600.28,Quarterly,7693154650506070,375646973271932,MasterCard,9370.04,425731,2026-04-17,13.48,2020-03-29,Active
1719.71,Monthly,5797649714230668,213176704201483,MasterCard,9615.2,431541,2025-10-19,12.66,2022-03-14,Active
4535.39,Monthly,8858123071385420,372010900800763,Visa,5729.95,422830,2027-12-29,17.04,2024-04-03,Closed
4818.57,Monthly,7405897924956640,4292187476241496,American Express,4666.27,446741,2029-03-01,16.59,2021-01-17,Active
4539.03,Quarterly,2253686916965976,213167611838327,Visa,7978.2,434988,2028-09-17,13.84,2021-11-30,Suspended
2887.13,Quarterly,3257078835022370,676106204206,American Express,1199.32,418326,2029-02-06,11.83,2024-02-06,Active
4418.88,Quarterly,4609808744513460,4641851796472388149,MasterCard,7452.13,404054,2028-06-13,14.91,2021-07-17,Suspended
3809.92,Quarterly,6489646937672696,5286447061747819,American Express,2694.17,419744,2027-05-07,17.44,2020-04-16,Suspended
2994.51,Monthly,2722661063793999,3535755182557519,MasterCard,4483.01,411905,2029-07-21,12.53,2023-10-04,Active
2675.45,Monthly,1925191758366060,501803110185,Visa,8123.98,427537,2026-05-09,13.1,2021-02-16,Closed
530.34,Quarterly,3024017450112916,3585389405618665,American Express,6923.54,421734,2028-12-18,17.83,2022-10-24,Active
1406.89,Quarterly,7340621253867536,3559670679268630,American Express,5956.41,419711,2027-11-20,15.95,2024-01-17,Closed
617.13,Quarterly,6175882559178038,4511067614837815299,Visa,8129.62,439364,2028-12-28,18.58,2021-04-03,Active
4918.24,Quarterly,4195374286630530,6589637459585050,American Express,1722.02,448615,2026-05-01,10.61,2020-10-02,Active
2701.47,Quarterly,4793159468627775,3563300239046516,Visa,4930.96,424264,2028-05-08,15.59,2024-07-08,Suspended
4226.46,Monthly,9376911241405875,348160008895305,American Express,3646.2,442918,2026-11-08,18.65,2023-12-28,Suspended
973.57,Quarterly,1166028554321899,374680709284704,MasterCard,5350.33,447387,2026-08-05,15.32,2021-06-11,Closed
946.85,Quarterly,7618528259450117,2228840578729403,American Express,3820.19,411547,2026-04-24,15.67,2023-12-17,Closed
3959.05,Quarterly,1491109977911268,2280467524287982,American Express,4853.34,449103,2028-03-08,11.51,2022-05-14,Suspended
2949.74,Quarterly,4955576818798185,3595775413719628,MasterCard,6189.64,447515,2026-11-02,15.31,2024-07-22,Closed
4403.5,Quarterly,6432062648190972,370460128616149,MasterCard,2193.95,435379,2026-04-23,18.33,2022-12-09,Active
4017.01,Monthly,3185161320258619,213107519610360,MasterCard,8603.89,418019,2027-07-28,16.73,2024-07-18,Suspended
563.12,Quarterly,1213456479728921,4510053358184,Visa,7666.87,426366,2025-11-28,14.65,2023-05-12,Active
4623.07,Quarterly,7590054315585152,4971698573586920,American Express,3348.23,431457,2027-10-17,18.02,2024-01-12,Active
776.17,Monthly,6508521115962478,3599535019376538,MasterCard,7130.62,401254,2027-08-05,12.59,2022-04-14,Closed
2041.11,Monthly,1879878044017895,2240225254817306,MasterCard,8628.22,419047,2026-05-04,14.65,2020-01-20,Closed
1642.57,Quarterly,4701851153605469,4344622210047310,American Express,1786.23,440725,2027-01-21,10.49,2022-10-13,Active
1561.59,Monthly,5803820050679676,4796740951558726,MasterCard,6226.84,407221,2029-06-14,11.03,2021-05-25,Active
3853.43,Monthly,9869189606212137,180010751087223,Visa,5777.72,442709,2025-10-23,19.44,2023-04-18,Closed
1626.39,Monthly,8957640318095270,6529257953150484,MasterCard,8905.95,427972,2028-05-13,17.05,2021-12-04,Closed
3147.82,Quarterly,3138637346775514,377864202886283,Visa,8399.78,409322,2027-02-14,17.82,2020-08-19,Closed
2310.77,Quarterly,7102750863738902,4582738228371,MasterCard,2160.7,402167,2029-03-11,13.45,2021-07-23,Suspended
4813.96,Monthly,5569301724336814,6011127653884093,MasterCard,3404.9,437060,2026-01-28,15.14,2020-07-24,Closed
4152.34,Monthly,2848580823179580,38706017257237,American Express,2107.8,438818,2029-06-17,19.52,2020-09-06,Active
4612.05,Monthly,2995422993940534,676324686614,MasterCard,3927.64,416536,2027-12-03,16.46,2023-10-12,Closed
597.25,Monthly,5277819676680611,213101588472489,MasterCard,9285.74,415582,2026-04-06,10.55,2023-12-08,Closed
1913.64,Monthly,7046001272465946,4812074362947900,Visa,2880.92,411268,2025-09-07,14.96,2022-04-25,Active
4109.42,Monthly,2587922578165316,349837033022471,American Express,1109.45,449844,2028-04-21,14.42,2023-09-17,Closed
4755.07,Monthly,4145736699039502,38904953609145,American Express,2073.29,427549,2027-08-02,13.1,2020-12-29,Suspended
866.23,Monthly,6168894074351229,36180174767200,MasterCard,6063.97,434816,2028-10-15,18.52,2023-04-16,Closed
2316.98,Quarterly,1636149922363862,4782151888328108,Visa,4367.02,446630,2026-03-01,13.25,2021-08-19,Closed
1880.78,Monthly,3933765820986465,4714610809721955670,Visa,3596.73,419779,2029-06-03,13.25,2020-02-17,Suspended
570.29,Quarterly,2155512788029510,4091097411094269,MasterCard,6609.33,406186,2026-09-29,10.01,2023-08-24,Active
4149.37,Monthly,2680012460842883,4064042051289681,American Express,1312.6,422021,2025-09-17,14.27,2024-07-11,Closed
2104.61,Quarterly,1149127132804907,4801207712091806388,American Express,7847.46,426997,2026-07-20,17.65,2024-05-11,Suspended
1955.76,Monthly,3377805367932419,3513495113249078,American Express,6411.09,437930,2026-10-17,13.12,2023-12-11,Closed
4554.25,Quarterly,3987611586392548,213158904721965,Visa,5616.55,443559,2027-10-21,14.7,2020-05-14,Closed
3798.66,Monthly,2757623190263185,2719893794153912,MasterCard,1174.75,432081,2028-07-07,14.59,2023-06-16,Closed
1317.77,Monthly,8519474923022362,4807411353465053,MasterCard,9982.24,425378,2028-02-08,14.45,2021-06-18,Active
3111.51,Monthly,3084644765110842,576155325581,MasterCard,7952.72,402430,2027-11-30,13.41,2021-12-19,Active
1139.29,Monthly,5742668255389153,4707545475184,Visa,3370.89,418923,2026-06-23,16.35,2023-01-08,Closed
2433.17,Quarterly,5595683173442205,4968236385172178,MasterCard,2521.8,424151,2026-02-24,12.29,2022-06-21,Suspended
4832.79,Monthly,3574053150845655,180013174441381,American Express,6390.56,436935,2028-02-14,16.55,2021-05-18,Suspended
3758.57,Quarterly,8690857053984335,30037958688588,Visa,6132.4,423132,2026-07-29,10.27,2024-06-12,Suspended
4873.46,Monthly,4862561847820268,501826535772,Visa,4841.87,430979,2028-11-19,13.75,2022-04-07,Suspended
3855.2,Monthly,3794014724615043,30406946851360,Visa,3330.57,434284,2025-11-18,17.61,2021-07-03,Suspended
2120.32,Monthly,1088967985089218,371925016265588,Visa,9023.36,406759,2026-10-30,18.53,2022-10-29,Suspended
1193.14,Monthly,7167857177307623,6011155386947333,MasterCard,4588.67,401737,2028-10-04,10.2,2020-01-30,Active
3980.36,Monthly,1777343139711509,4682158046380732,American Express,9084.83,414100,2029-03-02,11.55,2021-11-04,Suspended
4285.82,Monthly,6811601408354753,4442481522700954,Visa,7143.66,425843,2028-09-30,16.6,2020-02-18,Closed
4075.86,Monthly,7590566951834785,570868072085,Visa,9425.42,406578,2027-09-04,11.77,2020-06-17,Suspended
2475.43,Quarterly,5976508953908081,4940050207305033188,American Express,1817.91,403016,2028-10-04,14.1,2021-05-07,Active
3452.21,Monthly,9264269213017857,378668503656470,MasterCard,4673.05,423556,2027-07-11,17.13,2020-02-23,Active
1686.46,Quarterly,4794191288210721,180062248448427,MasterCard,3364.28,434392,2026-12-30,10.44,2021-07-09,Suspended
1585.24,Monthly,8155687164104764,4806446544122099,American Express,5498.62,406782,2026-01-03,14.47,2023-03-05,Closed
160.87,Quarterly,9566297217011446,4307748394696823649,Visa,9152.72,429261,2029-03-31,12.64,2024-03-07,Closed
173.96,Monthly,8958451564629267,4919696580155,MasterCard,8885.75,445602,2026-06-18,16.71,2023-03-05,Suspended
1842.74,Quarterly,6633767102686539,36576441929798,Visa,7932.7,410197,2028-12-05,18.82,2020-12-04,Closed
4007.5,Monthly,7934863464161486,180077553197443,Visa,2347.9,445774,2026-03-10,12.28,2020-02-14,Suspended
4003.38,Quarterly,4524078738583100,6595359019483393,Visa,1408.31,426018,2029-02-23,10.61,2022-04-09,Suspended
276.67,Monthly,8205814531723140,4847994548067829,American Express,6725.67,406926,2029-03-16,13.98,2020-04-05,Active
1497.13,Monthly,1257933694694813,4950077183016960951,Visa,4218.99,414555,2027-10-02,10.45,2023-11-04,Closed
2477.18,Quarterly,6044870527150030,4045346103188,Visa,9212.97,449664,2027-05-22,17.6,2020-08-13,Active
3664.94,Monthly,9938610664488279,4495457841652964159,American Express,9734.21,415070,2028-06-02,10.46,2024-04-18,Suspended
2436.76,Quarterly,2603949388007607,5390045086346717,Visa,4992.11,445179,2026-10-29,14.65,2021-12-08,Active
3962.32,Quarterly,5331637462262195,6571343973404445,American Express,6352.37,435704,2028-04-26,15.86,2023-12-03,Closed
4912.99,Quarterly,8829144270027849,213178377250839,American Express,5779.99,413604,2027-08-18,19.93,2021-08-24,Closed
3357.12,Monthly,7499934516789409,6519512125745948,American Express,2126.19,445472,2027-09-22,14.91,2022-03-18,Active
1674.23,Quarterly,1015858026156534,503873037462,Visa,2569.38,440083,2026-08-26,13.03,2020-05-08,Active
1780.53,Quarterly,3696223453406478,3563175022170545,American Express,9593.62,401097,2028-09-15,19.82,2024-07-13,Active
299.95,Monthly,8815747205380920,3528732965113074,Visa,2866.18,445653,2027-05-14,19.78,2020-06-02,Active
3457.89,Quarterly,2997374592324449,4367356116264610,American Express,8148.21,440762,2028-04-23,17.22,2022-01-31,Suspended
573.77,Quarterly,9427660735387150,2232475901417048,MasterCard,5613.1,440525,2025-09-11,15.86,2023-02-21,Active
802.46,Quarterly,5376664338129122,4113445588102147216,American Express,4446.79,403685,2027-08-23,12.48,2020-09-06,Closed
1652.81,Quarterly,7505041930190947,4451513340811262,Visa,1896.06,403799,2028-02-29,13.56,2020-10-10,Closed
3744.02,Quarterly,7011207630929429,676180503333,MasterCard,7314.74,443623,2026-10-09,11.35,2020-04-24,Closed
2022.18,Quarterly,6207052559276911,213181616682242,Visa,3808.25,439928,2027-09-22,14.56,2020-11-16,Active
985.01,Quarterly,1019422787169936,342872070321186,Visa,8469.78,430875,2025-09-16,12.96,2024-01-13,Active
